songName,Artist,Album,Genre,
Breakdown,J. Cole,,Cole World - The Sideline Story,Hip Hop/Rap
Work Out,J. Cole,,Cole World - The Sideline Story,Hip Hop/Rap
Who Dat (Bonus Track),J. Cole,,Cole World - The Sideline Story,Hip Hop/Rap
Daddy's Little Girl (Bonus Track),J. Cole,,Cole World - The Sideline Story,Hip Hop/Rap
everybody dies,J. Cole,,everybody dies - Single,Hip Hop/Rap
False Prophets,J. Cole,,False Prophets - Single,Hip Hop/Rap
Intro,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
January 28th,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
Wet Dreamz,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
03' Adolescence,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
A Tale of 2 Citiez,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
Fire Squad,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
St. Tropez,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
G.O.M.D.,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
No Role Modelz,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
Hello,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
Apparently,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
Love Yourz,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
Note to Self,J. Cole,,2014 Forest Hills Drive,Hip Hop/Rap
For Whom the Bell Tolls,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
Immortal,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
Deja Vu,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
Ville Mentality,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
She's Mine Pt. 1,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
Change,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
Neighbors,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
Foldin Clothes,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
She's Mine Pt. 2,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
4 Your Eyez Only,J. Cole,,4 Your Eyez Only,Hip Hop/Rap
You're Beautiful,James Blunt,,Back To Bedlam,Pop
No Church in the Wild (feat. Frank Ocean & The-Dream),JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Lift Off (feat. Beyoncé),JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Ni**as in Paris,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Gotta Have It,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
New Day,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
That's My Bitch,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Who Gon Stop Me,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Murder to Excellence,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Made in America (feat. Frank Ocean),JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Why I Love You (feat. Mr Hudson),JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
Primetime,JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
The Joy (feat. Curtis Mayfield),JAY Z & Kanye West,,Watch the Throne (Deluxe),Hip Hop/Rap
All of Me,John Legend,,Love in the Future (Deluxe Edition),R&B/Soul
Heartbreak Warfare,John Mayer,,Battle Studies (Deluxe Version),Rock
Hurt,Johnny Cash,,Unearthed,Country
Deal with the Devil,Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
I Can't Play Piano Pt. 1,Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
I Can’t Play Piano Pt. 2,Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
It Had to Be You,Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
Soft Jazzercise,Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
I Can’t Play Piano Pt. 3,Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
I Can't Play Piano Pt. 4 (Trill Baby Trill),Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
Amy’s Song (The Bum Steer),Jon Benjamin - Jazz Daredevil,,Well I Should Have...*,Comedy
Mirrors,Justin Timberlake,,The 20/20 Experience,Pop
All Day (feat. Theophilus London Allan Kingdom & Paul McCartney),Kanye West,,All Day (feat. Theophilus London Allan Kingdom & Paul McCartney) - Single,Hip Hop/Rap
Fade,Kanye West,,Crowd Pleasers,Hip Hop/Rap
Good Morning,Kanye West,,Graduation,Hip Hop/Rap
Champion,Kanye West,,Graduation,Hip Hop/Rap
Stronger,Kanye West,,Graduation,Hip Hop/Rap
I Wonder,Kanye West,,Graduation,Hip Hop/Rap
Can't Tell Me Nothing,Kanye West,,Graduation,Hip Hop/Rap
Drunk and Hot Girls (feat. Mos Def),Kanye West,,Graduation,Hip Hop/Rap
Flashing Lights,Kanye West,,Graduation,Hip Hop/Rap
The Glory,Kanye West,,Graduation,Hip Hop/Rap
Big Brother,Kanye West,,Graduation,Hip Hop/Rap
Ultralight Beam,Kanye West,,The Life of Pablo,Hip Hop/Rap
Father Stretch My Hands Pt. 1,Kanye West,,The Life of Pablo,Hip Hop/Rap
Pt. 2,Kanye West,,The Life of Pablo,Hip Hop/Rap
Famous,Kanye West,,The Life of Pablo,Hip Hop/Rap
Feedback,Kanye West,,The Life of Pablo,Hip Hop/Rap
Low Lights,Kanye West,,The Life of Pablo,Hip Hop/Rap
Highlights,Kanye West,,The Life of Pablo,Hip Hop/Rap
Freestyle 4,Kanye West,,The Life of Pablo,Hip Hop/Rap
I Love Kanye,Kanye West,,The Life of Pablo,Hip Hop/Rap
Waves,Kanye West,,The Life of Pablo,Hip Hop/Rap
FML,Kanye West,,The Life of Pablo,Hip Hop/Rap
Real Friends,Kanye West,,The Life of Pablo,Hip Hop/Rap
Wolves,Kanye West,,The Life of Pablo,Hip Hop/Rap
Frank's Track,Kanye West,,The Life of Pablo,Hip Hop/Rap
Siiiiiiiiilver Surffffeeeeer Intermission,Kanye West,,The Life of Pablo,Hip Hop/Rap
30 Hours,Kanye West,,The Life of Pablo,Hip Hop/Rap
No More Parties in LA,Kanye West,,The Life of Pablo,Hip Hop/Rap
Facts (Charlie Heat Version),Kanye West,,The Life of Pablo,Hip Hop/Rap
Dark Fantasy,Kanye West,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Power,Kanye West,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
All of the Lights (Interlude),Kanye West,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
All of the Lights,Kanye West,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Hell of a Life,Kanye West,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Who Will Survive In America,Kanye West,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
On Sight,Kanye West,,Yeezus,Hip Hop/Rap
Black Skinhead,Kanye West,,Yeezus,Hip Hop/Rap
I Am a God (feat. God),Kanye West,,Yeezus,Hip Hop/Rap
New Slaves,Kanye West,,Yeezus,Hip Hop/Rap
Hold My Liquor,Kanye West,,Yeezus,Hip Hop/Rap
I'm In It,Kanye West,,Yeezus,Hip Hop/Rap
Blood On the Leaves,Kanye West,,Yeezus,Hip Hop/Rap
Guilt Trip,Kanye West,,Yeezus,Hip Hop/Rap
Send It Up,Kanye West,,Yeezus,Hip Hop/Rap
Bound 2,Kanye West,,Yeezus,Hip Hop/Rap
Lost In the World (feat. Bon Iver),Kanye West & Bon Iver,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Homecoming (feat. Chris Martin),Kanye West & Chris Martin,,Graduation,Hip Hop/Rap
Everything I Am (feat. DJ Premier),Kanye West & DJ Premier,,Graduation,Hip Hop/Rap
H•a•m,Kanye West & JAY Z,,Watch the Throne (Deluxe),Hip Hop/Rap
Blame Game (feat. John Legend),Kanye West & John Legend,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Barry Bonds (feat. Lil Wayne),Kanye West & Lil Wayne,,Graduation,Hip Hop/Rap
Runaway (feat. Pusha T),Kanye West & Pusha T,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Devil In a New Dress (feat. Rick Ross),Kanye West & Rick Ross,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Good Life (feat. T-Pain),Kanye West & T-Pain,,Graduation,Hip Hop/Rap
See Me Now (feat. Beyoncé Charlie Wilson & Big Sean) [Bonus Track],Kanye West Beyoncé Charlie Wilson & Big Sean,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
So Appalled (feat. Jay-Z Pusha T Prynce Cy Hi Swizz Beatz & RZA),Kanye West JAY Z Pusha T Prynce Cy Hi Swizz Beatz & RZA,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Monster (feat. Jay-Z Rick Ross Nicki Minaj & Bon Iver),Kanye West JAY Z Rick Ross Nicki Minaj & Bon Iver,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Gorgeous (feat. Kid Cudi & Raekwon),Kanye West Kid Cudi & Raekwon,,My Beautiful Dark Twisted Fantasy,Hip Hop/Rap
Good Night (Bonus Track),Kanye West Mos Def & Al Be Back,,Graduation,Hip Hop/Rap
Gangsta,Kehlani,,Suicide Squad: The Album,R&B/Soul
It G Ma (Remix) [feat. A$AP Ferg Father Dumbfoundead & Waka Flocka Flame],Keith Ape,,It G Ma (Remix) [feat. A$AP Ferg Father Dumbfoundead & Waka Flocka Flame] - Single,Hip-Hop
BLOOD.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
DNA.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
YAH.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
ELEMENT.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
FEEL.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
LOYALTY. (FEAT. RIHANNA.),Kendrick Lamar,,DAMN.,Hip Hop/Rap
PRIDE.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
HUMBLE.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
LUST.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
LOVE. (FEAT. ZACARI.),Kendrick Lamar,,DAMN.,Hip Hop/Rap
XXX. (FEAT. U2.),Kendrick Lamar,,DAMN.,Hip Hop/Rap
FEAR.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
GOD.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
DUCKWORTH.,Kendrick Lamar,,DAMN.,Hip Hop/Rap
Sherane a.k.a. Master Splinter’s Daughter,Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Bitch Don’t Kill My Vibe,Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Backseat Freestyle,Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
The Art of Peer Pressure,Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Money Trees (feat. Jay Rock),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Poetic Justice (feat. Drake),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Good Kid,Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
m.A.A.d city (feat. MC Eiht),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Swimming Pools (Drank) [Extended Version],Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Sing About Me I'm Dying of Thirst,Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Real (feat. Anna Wise),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Compton (feat. Dr. Dre),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
The Recipe (feat. Dr. Dre) [Bonus Track],Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Black Boy Fly (Bonus Track),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Now Or Never (feat. Mary J. Blige) [Bonus Track],Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Collect Calls (Bonus Track),Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Swimming Pools (Drank) [Bonus Track],Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
Bitch Don’t Kill My Vibe (feat. JAY Z) [Remix],Kendrick Lamar,,good kid m.A.A.d city (Deluxe Version),Hip Hop/Rap
The Heart Part 4,Kendrick Lamar,,The Heart Part 4 - Single,Hip Hop/Rap
Wesley's Theory (feat. George Clinton & Thundercat),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
For Free? (Interlude),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
King Kunta,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
Institutionalized (feat. Bilal Anna Wise & Snoop Dogg),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
These Walls (feat. Bilal Anna Wise & Thundercat),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
u,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
Alright,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
For Sale? (Interlude),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
Momma,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
Hood Politics,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
How Much a Dollar Cost (feat. James Fauntleroy & Ronald Isley),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
Complexion (A Zulu Love) [feat. Rapsody],Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
The Blacker the Berry,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
You Ain't Gotta Lie (Momma Said),Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
i,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
Mortal Man,Kendrick Lamar,,To Pimp a Butterfly,Hip Hop/Rap
untitled 01 l 08.19.2014.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 02 l 06.23.2014.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 03 l 05.28.2013.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 04 l 08.14.2014.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 05 l 09.21.2014.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 06 l 06.30.2014.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 07 l 2014 - 2016,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
untitled 08 l 09.06.2014.,Kendrick Lamar,,untitled unmastered.,Hip Hop/Rap
Know Better,Kevin Gates,,Suicide Squad: The Album,Hip Hop/Rap
Jenny Was a Friend of Mine,The Killers,,Hot Fuss,Alternative
Mr. Brightside,The Killers,,Hot Fuss,Alternative
Smile Like You Mean It,The Killers,,Hot Fuss,Alternative
Somebody Told Me,The Killers,,Hot Fuss,Alternative
All These Things That I've Done,The Killers,,Hot Fuss,Alternative
Andy You're a Star,The Killers,,Hot Fuss,Alternative
On Top,The Killers,,Hot Fuss,Alternative
Change Your Mind,The Killers,,Hot Fuss,Alternative
Believe Me Natalie,The Killers,,Hot Fuss,Alternative
Midnight Show,The Killers,,Hot Fuss,Alternative
Everything Will Be Alright,The Killers,,Hot Fuss,Alternative
Young and Beautiful,Lana Del Rey,,The Great Gatsby (Music From Baz Luhrmann's Film),Soundtrack
Stairway to Heaven,Led Zeppelin,,Led Zeppelin IV (Remastered),Rock
Sucker for Pain (with Logic Ty Dolla $ign & X Ambassadors),Lil Wayne Wiz Khalifa & Imagine Dragons,,Suicide Squad: The Album,Hip Hop/Rap
Black Magic,Little Mix,,Get Weird (Deluxe Edition),Pop
Love Me Like You,Little Mix,,Get Weird (Deluxe Edition),Pop
Weird People,Little Mix,,Get Weird (Deluxe Edition),Pop
Secret Love Song (feat. Jason Derulo),Little Mix,,Get Weird (Deluxe Edition),Pop
Hair,Little Mix,,Get Weird (Deluxe Edition),Pop
Grown,Little Mix,,Get Weird (Deluxe Edition),Pop
I Love You,Little Mix,,Get Weird (Deluxe Edition),Pop
OMG,Little Mix,,Get Weird (Deluxe Edition),Pop
Lightning,Little Mix,,Get Weird (Deluxe Edition),Pop
A.D.I.D.A.S.,Little Mix,,Get Weird (Deluxe Edition),Pop
Love Me Or Leave Me,Little Mix,,Get Weird (Deluxe Edition),Pop
The End,Little Mix,,Get Weird (Deluxe Edition),Pop
I Won't,Little Mix,,Get Weird (Deluxe Edition),Pop
Secret Love Song Pt. II,Little Mix,,Get Weird (Deluxe Edition),Pop
Clued Up,Little Mix,,Get Weird (Deluxe Edition),Pop
The Beginning,Little Mix,,Get Weird (Deluxe Edition),Pop
Hair (Bonus Video),Little Mix,,Get Weird (Deluxe Edition),Pop
Behind the Scenes at the Apple Music Festival 2015,Little Mix,,Get Weird (Deluxe Edition),Pop
Shout Out to My Ex,Little Mix,,Glory Days (Deluxe),Pop
Touch,Little Mix,,Glory Days (Deluxe),Pop
F.U.,Little Mix,,Glory Days (Deluxe),Pop
Oops (feat. Charlie Puth),Little Mix,,Glory Days (Deluxe),Pop
You Gotta Not,Little Mix,,Glory Days (Deluxe),Pop
Down & Dirty,Little Mix,,Glory Days (Deluxe),Pop
Power,Little Mix,,Glory Days (Deluxe),Pop
Your Love,Little Mix,,Glory Days (Deluxe),Pop
Nobody Like You,Little Mix,,Glory Days (Deluxe),Pop
No More Sad Songs,Little Mix,,Glory Days (Deluxe),Pop
Private Show,Little Mix,,Glory Days (Deluxe),Pop
Nothing Else Matters,Little Mix,,Glory Days (Deluxe),Pop
Beep Beep,Little Mix,,Glory Days (Deluxe),Pop
Freak,Little Mix,,Glory Days (Deluxe),Pop
Touch (Acoustic),Little Mix,,Glory Days (Deluxe),Pop
No More Sad Songs (feat. Machine Gun Kelly),Little Mix,,No More Sad Songs (feat. Machine Gun Kelly) - Single,Pop
illuminatro,Logic,,Bobby Tarantino,Hip Hop/Rap
Flexicution,Logic,,Bobby Tarantino,Hip Hop/Rap
The Jam,Logic,,Bobby Tarantino,Hip Hop/Rap
Slave II,Logic,,Bobby Tarantino,Hip Hop/Rap
A Word From Our Sponsor,Logic,,Bobby Tarantino,Hip Hop/Rap
Wrist (feat. Pusha T),Logic,,Bobby Tarantino,Hip Hop/Rap
Super Mario World,Logic,,Bobby Tarantino,Hip Hop/Rap
Studio Ambience At Night: Malibu,Logic,,Bobby Tarantino,Hip Hop/Rap
44 Bars,Logic,,Bobby Tarantino,Hip Hop/Rap
Slave,Logic,,Bobby Tarantino,Hip Hop/Rap
Deeper Than Money,Logic,,Bobby Tarantino,Hip Hop/Rap
Hallelujah,Logic,,Everybody,Hip Hop/Rap
Everybody,Logic,,Everybody,Hip Hop/Rap
Confess (feat. Killer Mike),Logic,,Everybody,Hip Hop/Rap
Killing Spree (feat. Ansel Elgort),Logic,,Everybody,Hip Hop/Rap
Take It Back,Logic,,Everybody,Hip Hop/Rap
America (feat. Black Thought Chuck D Big Lenbo & NO I.D.),Logic,,Everybody,Hip Hop/Rap
Ink Blot (feat. Juicy J),Logic,,Everybody,Hip Hop/Rap
Mos Definitely,Logic,,Everybody,Hip Hop/Rap
Waiting Room,Logic,,Everybody,Hip Hop/Rap
1-800-273-8255 (feat. Alessia Cara & Khalid),Logic,,Everybody,Hip Hop/Rap
Anziety (feat. Lucy Rose),Logic,,Everybody,Hip Hop/Rap
Black SpiderMan (feat. Damian Lemar Hudson),Logic,,Everybody,Hip Hop/Rap
AfricAryaN (feat. Neil deGrasse Tyson),Logic,,Everybody,Hip Hop/Rap
Flexicution,Logic,,Flexicution - Single,Hip Hop/Rap
Contact,Logic,,The Incredible True Story,Hip Hop/Rap
Fade Away,Logic,,The Incredible True Story,Hip Hop/Rap
Upgrade,Logic,,The Incredible True Story,Hip Hop/Rap
White People (Scene),Logic,,The Incredible True Story,Hip Hop/Rap
Like Woah,Logic,,The Incredible True Story,Hip Hop/Rap
Young Jesus (feat. Big Lenbo),Logic,,The Incredible True Story,Hip Hop/Rap
Innermission (feat. Lucy Rose),Logic,,The Incredible True Story,Hip Hop/Rap
I Am the Greatest,Logic,,The Incredible True Story,Hip Hop/Rap
The Cube (Scene),Logic,,The Incredible True Story,Hip Hop/Rap
Lord Willin',Logic,,The Incredible True Story,Hip Hop/Rap
City of Stars,Logic,,The Incredible True Story,Hip Hop/Rap
Stainless (feat. Dria),Logic,,The Incredible True Story,Hip Hop/Rap
Babel (Scene),Logic,,The Incredible True Story,Hip Hop/Rap
Paradise (feat. Jesse Boykins III),Logic,,The Incredible True Story,Hip Hop/Rap
Never Been,Logic,,The Incredible True Story,Hip Hop/Rap
Run It,Logic,,The Incredible True Story,Hip Hop/Rap
Lucidity (Scene),Logic,,The Incredible True Story,Hip Hop/Rap
The Incredible True Story,Logic,,The Incredible True Story,Hip Hop/Rap
Like Woah,Logic,,Like Woah - Single,Hip Hop/Rap
Intro,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Soul Food,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
I'm Gone,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Gang Related,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Buried Alive,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Bounce,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Growing Pains III,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Never Enough,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Metropolis,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Nikki,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Under Pressure,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Till the End,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Driving Ms Daisy (feat. Childish Gambino),Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Now,Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Alright (feat. Big Sean),Logic,,Under Pressure (Deluxe Version),Hip Hop/Rap
Wrist (feat. Pusha T),Logic,,Wrist (feat. Pusha T) - Single,Hip Hop/Rap
Young Jesus (feat. Big Lenbo),Logic,,Young Jesus (feat. Big Lenbo) - Single,Hip Hop/Rap
"Negro y Azul (From ""Breaking Bad"" TV Series)",Los Cuates de Sinaloa,,Mis Favoritas: Los Cuates de Sinaloa,Regional Mexicano
Letting Go (feat. Sarah Green),Lupe Fiasco,,Lasers,Hip Hop/Rap
Words I Never Said (feat. Skylar Grey),Lupe Fiasco,,Lasers,Hip Hop/Rap
Till I Get There,Lupe Fiasco,,Lasers,Hip Hop/Rap
I Don't Wanna Care Right Now (feat. MDMA),Lupe Fiasco,,Lasers,Hip Hop/Rap
Out of My Head (feat. Trey Songz),Lupe Fiasco,,Lasers,Hip Hop/Rap
The Show Goes On,Lupe Fiasco,,Lasers,Hip Hop/Rap
Beautiful Lasers (2 Ways) [feat. MDMA],Lupe Fiasco,,Lasers,Hip Hop/Rap
Coming Up (feat. MDMA),Lupe Fiasco,,Lasers,Hip Hop/Rap
State Run Radio (feat. sELF),Lupe Fiasco,,Lasers,Hip Hop/Rap
Break the Chain (feat. Eric Turner & Sway),Lupe Fiasco,,Lasers,Hip Hop/Rap
All Black Everything,Lupe Fiasco,,Lasers,Hip Hop/Rap
Never Forget You (feat. John Legend),Lupe Fiasco,,Lasers,Hip Hop/Rap
Doors,MAC MILLER,,GO:OD AM,Hip-Hop
Brand Name,MAC MILLER,,GO:OD AM,Hip-Hop
Rush Hour,MAC MILLER,,GO:OD AM,Hip-Hop
Two Matches (feat. Ab-Soul),MAC MILLER,,GO:OD AM,Hip-Hop
100 Grandkids,MAC MILLER,,GO:OD AM,Hip-Hop
Time Flies (feat. Lil B),MAC MILLER,,GO:OD AM,Hip-Hop
Weekend (feat. Miguel),MAC MILLER,,GO:OD AM,Hip-Hop
Clubhouse,MAC MILLER,,GO:OD AM,Hip-Hop
In the Bag,MAC MILLER,,GO:OD AM,Hip-Hop
Break the Law,MAC MILLER,,GO:OD AM,Hip-Hop
Perfect Circle / God Speed,MAC MILLER,,GO:OD AM,Hip-Hop
When In Rome,MAC MILLER,,GO:OD AM,Hip-Hop
ROS,MAC MILLER,,GO:OD AM,Hip-Hop
Cut the Check (feat. Chief Keef),MAC MILLER,,GO:OD AM,Hip-Hop
Ascension,MAC MILLER,,GO:OD AM,Hip-Hop
Jump,MAC MILLER,,GO:OD AM,Hip-Hop
The Festival (feat. Little Dragon),MAC MILLER,,GO:OD AM,Hip-Hop
Rude,MAGIC!,,Don't Kill the Magic,Pop
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,,Don't Wanna Know (feat. Kendrick Lamar) - Single,Pop
One More Night,Maroon 5,,Overexposed (Deluxe Version),Pop
Payphone (feat. Wiz Khalifa),Maroon 5,,Overexposed (Deluxe Version),Pop
Harder To Breathe,Maroon 5,,Songs About Jane,Pop
Maps,Maroon 5,,V (Deluxe),Pop
Progress,Mavado,,Major Key,Hip Hop/Rap
Without Walls,Memphis May Fire,,Challenger,Rock
Alive In the Lights,Memphis May Fire,,Challenger,Rock
Prove Me Right,Memphis May Fire,,Challenger,Rock
Red In Tooth & Claw,Memphis May Fire,,Challenger,Rock
Vices,Memphis May Fire,,Challenger,Rock
Legacy,Memphis May Fire,,Challenger,Rock
Miles Away (feat. Kellin Quinn),Memphis May Fire,,Challenger,Rock
Jezebel,Memphis May Fire,,Challenger,Rock
Losing Sight (feat. Danny Worsnop),Memphis May Fire,,Challenger,Rock
Generation: Hate,Memphis May Fire,,Challenger,Rock
Vessels,Memphis May Fire,,Challenger,Rock
Hardwired,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Atlas Rise!,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Now That We’re Dead,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Moth Into Flame,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Dream No More,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Halo On Fire,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Confusion,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
ManUNkind,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Here Comes Revenge,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Am I Savage?,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Murder One,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Spit Out the Bone,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Lords of Summer,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Ronnie Rising Medley (A Light In the Black / Tarot Woman / Stargazer / Kill the King),Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
When a Blind Man Cries,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
Remember Tomorrow,Metallica,,Hardwired…To Self-Destruct (Deluxe),Heavy Metal
